id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
1068,female,40,171.0,71.0,21.0,104.0,40.4,131.0
1069,female,30,169.0,69.0,11.0,92.0,40.1,52.0
1070,male,33,180.0,81.0,8.0,96.0,39.5,36.0
1071,female,64,160.0,61.0,15.0,93.0,40.2,80.0
1072,male,51,180.0,88.0,6.0,86.0,39.1,25.0
1073,male,20,187.0,87.0,3.0,82.0,38.6,6.0
1074,female,33,154.0,58.0,10.0,85.0,39.8,39.0
1075,male,54,193.0,95.0,29.0,105.0,41.0,216.0
1076,female,22,171.0,70.0,24.0,105.0,40.8,140.0
1077,female,39,162.0,58.0,26.0,104.0,40.7,162.0
1078,female,65,166.0,67.0,12.0,98.0,40.1,72.0
1079,female,45,158.0,54.0,18.0,100.0,40.4,106.0
1080,female,36,158.0,58.0,25.0,107.0,40.5,159.0
1081,male,51,195.0,94.0,21.0,98.0,40.9,130.0
1082,female,37,173.0,69.0,24.0,100.0,40.7,134.0
1083,female,34,169.0,66.0,8.0,85.0,39.6,29.0
1084,male,75,172.0,82.0,20.0,109.0,40.9,181.0
1085,male,21,197.0,90.0,25.0,99.0,40.7,119.0
1086,female,51,163.0,61.0,16.0,93.0,40.3,81.0
1087,female,54,169.0,71.0,11.0,98.0,40.0,62.0
1088,female,46,158.0,55.0,27.0,107.0,41.0,178.0
1089,male,48,181.0,81.0,16.0,96.0,40.1,84.0
1090,female,62,157.0,59.0,7.0,88.0,39.4,33.0
1091,female,54,169.0,65.0,6.0,89.0,39.4,28.0
1092,female,32,160.0,57.0,14.0,98.0,40.0,75.0
1093,male,71,184.0,91.0,14.0,92.0,40.2,86.0
1094,male,50,171.0,79.0,9.0,90.0,39.8,41.0
1095,female,33,169.0,65.0,26.0,105.0,40.5,152.0
1096,female,64,153.0,54.0,5.0,95.0,38.8,28.0
1097,male,52,196.0,99.0,15.0,92.0,39.9,81.0
1098,female,61,157.0,63.0,20.0,107.0,40.8,133.0
1099,female,30,170.0,67.0,11.0,96.0,39.7,54.0
1100,male,28,184.0,87.0,5.0,86.0,39.0,15.0
1101,male,42,192.0,98.0,4.0,88.0,38.9,18.0
1102,female,29,162.0,60.0,22.0,103.0,40.4,130.0
1103,male,56,188.0,90.0,4.0,81.0,39.0,15.0
1104,male,42,183.0,82.0,3.0,91.0,38.3,13.0
1105,female,56,156.0,57.0,10.0,88.0,39.7,46.0
1106,male,45,200.0,99.0,8.0,85.0,39.5,31.0
1107,male,34,172.0,80.0,5.0,88.0,39.2,17.0
1108,male,43,177.0,82.0,28.0,111.0,40.9,208.0
1109,male,24,187.0,95.0,8.0,94.0,39.7,34.0
1110,male,56,172.0,77.0,29.0,107.0,40.9,212.0
1111,female,45,155.0,51.0,20.0,99.0,40.6,114.0
1112,male,63,190.0,97.0,27.0,108.0,40.7,216.0
1113,female,44,162.0,59.0,12.0,90.0,40.2,57.0
1114,female,30,160.0,51.0,16.0,98.0,40.3,87.0
1115,female,34,166.0,70.0,13.0,93.0,40.2,61.0
1116,female,71,156.0,64.0,5.0,85.0,39.2,23.0
1117,male,23,182.0,78.0,24.0,105.0,40.9,134.0
1118,male,43,183.0,87.0,29.0,107.0,40.8,198.0
1119,female,65,164.0,65.0,28.0,117.0,40.9,215.0
1120,female,39,147.0,51.0,19.0,105.0,40.7,118.0
1121,female,32,172.0,70.0,9.0,89.0,39.6,36.0
1122,female,55,158.0,62.0,17.0,99.0,40.4,100.0
1123,female,32,166.0,61.0,2.0,89.0,38.2,7.0
1124,male,37,190.0,92.0,9.0,87.0,39.7,34.0
1125,female,21,173.0,67.0,26.0,102.0,40.8,137.0
1126,male,36,193.0,98.0,8.0,87.0,39.5,31.0
1127,female,51,168.0,68.0,3.0,77.0,38.9,10.0
1128,male,25,179.0,71.0,14.0,101.0,40.3,67.0
1129,female,48,161.0,61.0,11.0,91.0,40.1,52.0
1130,male,54,193.0,90.0,4.0,74.0,38.8,9.0
1131,male,64,191.0,90.0,14.0,90.0,40.3,77.0
1132,female,35,155.0,56.0,12.0,95.0,40.3,61.0
1133,female,46,170.0,67.0,23.0,109.0,40.8,157.0
1134,female,33,169.0,65.0,21.0,101.0,40.5,118.0
1135,female,73,176.0,79.0,9.0,109.0,40.0,186.0
1136,female,47,174.0,72.0,15.0,93.0,40.0,73.0
1137,female,22,158.0,57.0,11.0,92.0,39.8,51.0
1138,male,44,201.0,102.0,26.0,108.0,40.9,194.0
1139,female,21,174.0,74.0,27.0,104.0,40.7,150.0
1140,male,48,182.0,83.0,11.0,90.0,39.4,49.0
1141,female,36,180.0,76.0,17.0,91.0,40.4,79.0
1142,male,45,182.0,85.0,3.0,81.0,38.6,9.0
1143,female,75,154.0,58.0,3.0,91.0,38.7,18.0
1144,female,56,162.0,56.0,25.0,105.0,40.5,164.0
1145,female,20,172.0,63.0,25.0,103.0,40.6,141.0
1146,male,65,187.0,91.0,11.0,94.0,40.1,65.0
1147,male,50,189.0,89.0,10.0,88.0,40.1,44.0
1148,male,37,192.0,99.0,17.0,99.0,40.1,95.0
1149,female,62,184.0,81.0,15.0,92.0,40.3,75.0
1150,female,25,150.0,50.0,19.0,102.0,40.7,111.0
1151,male,30,183.0,89.0,23.0,97.0,40.5,114.0
1152,female,32,169.0,68.0,29.0,115.0,41.0,209.0
1153,female,36,153.0,54.0,19.0,101.0,40.6,110.0
1154,female,43,174.0,68.0,16.0,101.0,40.8,91.0
1155,male,23,174.0,75.0,27.0,102.0,40.8,124.0
1156,female,23,181.0,75.0,18.0,102.0,40.4,92.0
1157,male,27,191.0,94.0,14.0,94.0,40.1,62.0
1158,female,51,165.0,67.0,3.0,83.0,38.5,13.0
1159,male,32,184.0,88.0,9.0,91.0,39.8,36.0
1160,female,32,163.0,58.0,6.0,80.0,39.5,21.0
1161,female,33,162.0,64.0,3.0,83.0,38.5,11.0
1162,female,40,164.0,61.0,18.0,95.0,40.4,93.0
1163,female,21,179.0,78.0,18.0,101.0,40.3,96.0
1164,female,45,153.0,53.0,26.0,104.0,40.9,165.0
1165,male,32,172.0,75.0,15.0,97.0,40.6,70.0
1166,male,31,186.0,85.0,15.0,96.0,40.4,68.0
1167,female,52,166.0,58.0,10.0,94.0,39.7,50.0
1168,male,21,196.0,102.0,26.0,106.0,40.8,157.0
1169,male,66,188.0,90.0,7.0,97.0,39.4,40.0
1170,female,55,161.0,64.0,17.0,102.0,40.1,104.0
1171,female,30,169.0,62.0,10.0,88.0,40.2,42.0
1172,female,53,166.0,64.0,22.0,93.0,40.5,111.0
1173,male,29,182.0,82.0,29.0,106.0,40.9,176.0
1174,male,50,184.0,91.0,20.0,100.0,40.0,126.0
1175,male,65,174.0,81.0,26.0,102.0,40.6,185.0
1176,male,71,183.0,88.0,17.0,94.0,40.1,110.0
1177,female,78,169.0,68.0,27.0,108.0,40.6,207.0
1178,female,51,172.0,66.0,6.0,85.0,39.4,25.0
1179,male,60,187.0,88.0,20.0,103.0,40.5,142.0
1180,male,63,193.0,97.0,17.0,97.0,40.4,117.0
1181,female,50,158.0,61.0,26.0,112.0,40.9,185.0
1182,female,22,145.0,49.0,19.0,103.0,40.7,113.0
1183,female,39,179.0,75.0,4.0,76.0,38.9,13.0
1184,female,27,159.0,54.0,20.0,106.0,40.5,123.0
1185,female,37,170.0,65.0,6.0,87.0,39.2,26.0
1186,female,73,174.0,79.0,8.0,89.0,39.6,37.0
1187,female,37,159.0,58.0,3.0,78.0,38.4,10.0
1188,male,32,188.0,94.0,16.0,100.0,40.3,88.0
1189,male,37,192.0,90.0,25.0,106.0,40.9,167.0
1190,female,51,174.0,72.0,11.0,85.0,40.0,45.0
1191,female,24,172.0,66.0,15.0,103.0,40.3,80.0
1192,female,31,176.0,74.0,11.0,97.0,39.7,58.0
1193,male,44,195.0,96.0,10.0,82.0,40.2,34.0
1194,female,65,166.0,69.0,19.0,97.0,40.7,108.0
1195,male,45,192.0,99.0,5.0,89.0,38.8,22.0
1196,female,57,165.0,67.0,14.0,94.0,40.2,72.0
1197,female,21,175.0,74.0,10.0,95.0,39.8,45.0
1198,female,66,181.0,82.0,8.0,86.0,39.7,35.0
1199,female,48,168.0,70.0,24.0,99.0,40.8,137.0
1200,male,34,188.0,87.0,5.0,85.0,39.2,15.0
1201,female,52,165.0,66.0,18.0,99.0,40.9,103.0
1202,male,22,185.0,93.0,12.0,92.0,40.1,45.0
1203,female,54,168.0,64.0,24.0,112.0,40.5,173.0
1204,female,32,163.0,64.0,4.0,81.0,38.8,13.0
1205,male,51,184.0,84.0,16.0,98.0,40.5,91.0
1206,male,78,187.0,95.0,26.0,109.0,41.3,248.0
1207,male,74,170.0,75.0,8.0,93.0,39.4,46.0
1208,female,54,155.0,58.0,10.0,92.0,40.1,50.0
1209,male,70,177.0,85.0,21.0,99.0,40.8,140.0
1210,male,55,188.0,90.0,8.0,86.0,39.1,35.0
1211,female,74,163.0,67.0,29.0,101.0,40.8,185.0
1212,female,36,164.0,64.0,19.0,95.0,40.6,96.0
1213,female,31,180.0,74.0,19.0,99.0,40.2,99.0
1214,female,25,161.0,58.0,21.0,105.0,40.4,126.0
1215,female,23,160.0,57.0,7.0,85.0,39.3,27.0
1216,female,63,170.0,69.0,7.0,81.0,39.5,28.0
1217,male,25,197.0,104.0,25.0,106.0,40.7,156.0
1218,male,22,183.0,80.0,2.0,76.0,38.2,3.0
1219,male,64,194.0,97.0,24.0,103.0,40.6,180.0
1220,female,25,159.0,58.0,22.0,100.0,40.7,121.0
1221,female,55,154.0,57.0,10.0,92.0,39.8,51.0
1222,male,48,190.0,91.0,14.0,95.0,40.3,75.0
1223,female,54,161.0,61.0,9.0,88.0,39.7,42.0
1224,male,26,193.0,88.0,2.0,78.0,38.3,3.0
1225,male,26,193.0,93.0,24.0,103.0,40.6,135.0
1226,female,56,164.0,58.0,6.0,83.0,39.0,23.0
1227,male,50,196.0,96.0,13.0,90.0,40.0,64.0
1228,male,21,193.0,92.0,7.0,91.0,39.3,25.0
1229,male,36,182.0,93.0,3.0,77.0,38.9,8.0
1230,female,20,171.0,61.0,8.0,92.0,39.5,34.0
1231,female,23,157.0,54.0,26.0,106.0,40.9,159.0
1232,male,46,185.0,88.0,14.0,94.0,40.3,72.0
1233,male,47,187.0,91.0,6.0,86.0,39.3,27.0
1234,female,46,172.0,66.0,2.0,84.0,38.3,8.0
1235,female,30,173.0,67.0,11.0,89.0,40.0,47.0
1236,male,41,182.0,85.0,17.0,97.0,40.3,88.0
1237,male,79,163.0,69.0,26.0,106.0,40.9,206.0
1238,female,44,162.0,60.0,26.0,100.0,40.9,150.0
1239,female,45,166.0,68.0,17.0,99.0,40.3,96.0
1240,female,43,173.0,68.0,1.0,77.0,37.7,2.0
1241,female,58,152.0,54.0,24.0,104.0,40.7,159.0
1242,male,21,191.0,88.0,15.0,92.0,40.3,53.0
1243,female,39,161.0,64.0,4.0,82.0,38.9,13.0
1244,female,51,168.0,64.0,2.0,81.0,38.3,8.0
1245,male,30,184.0,79.0,10.0,85.0,39.7,26.0
1246,male,33,190.0,90.0,5.0,83.0,39.2,15.0
1247,female,40,159.0,61.0,26.0,99.0,41.2,144.0
1248,male,35,171.0,61.0,5.0,85.0,39.2,17.0
1249,female,53,163.0,59.0,27.0,104.0,41.0,171.0
1250,male,40,192.0,92.0,4.0,89.0,38.8,16.0
1251,male,36,174.0,74.0,24.0,108.0,40.8,152.0
1252,male,39,186.0,89.0,25.0,106.0,40.6,167.0
1253,female,54,174.0,75.0,25.0,100.0,40.9,142.0
1254,female,45,176.0,75.0,25.0,104.0,41.0,151.0
1255,female,64,161.0,60.0,27.0,106.0,40.6,184.0
1256,male,62,187.0,89.0,7.0,89.0,39.6,37.0
1257,male,25,186.0,85.0,25.0,105.0,41.1,148.0
1258,male,22,196.0,95.0,19.0,98.0,40.6,89.0
1259,male,20,189.0,85.0,4.0,80.0,38.8,8.0
1260,male,42,196.0,98.0,28.0,110.0,40.7,210.0
1261,male,34,182.0,88.0,14.0,101.0,40.3,79.0
1262,female,28,158.0,59.0,8.0,89.0,39.5,34.0
1263,male,43,188.0,95.0,1.0,85.0,37.5,4.0
1264,male,39,183.0,88.0,3.0,86.0,38.7,12.0
1265,male,42,183.0,91.0,6.0,89.0,39.0,23.0
1266,male,21,186.0,86.0,19.0,98.0,40.3,79.0
1267,male,56,185.0,88.0,6.0,91.0,38.9,32.0
1268,female,32,164.0,61.0,20.0,96.0,40.3,104.0
1269,male,35,174.0,79.0,10.0,87.0,39.6,35.0
1270,female,28,172.0,73.0,22.0,104.0,40.5,123.0
1271,female,25,165.0,65.0,19.0,100.0,40.3,96.0
1272,male,51,177.0,85.0,4.0,81.0,38.6,12.0
1273,male,54,179.0,79.0,19.0,100.0,40.2,120.0
1274,female,40,165.0,60.0,9.0,85.0,39.6,39.0
1275,male,28,170.0,77.0,17.0,100.0,40.2,79.0
1276,female,26,163.0,59.0,24.0,106.0,40.7,144.0
1277,male,23,180.0,80.0,15.0,94.0,40.1,61.0
1278,female,21,156.0,55.0,5.0,92.0,39.2,22.0
1279,female,45,165.0,66.0,30.0,113.0,40.8,206.0
1280,male,42,193.0,103.0,7.0,82.0,39.7,24.0
1281,male,51,186.0,90.0,10.0,89.0,40.1,47.0
1282,male,47,197.0,101.0,12.0,91.0,40.0,63.0
1283,male,59,167.0,73.0,12.0,94.0,40.2,69.0
1284,female,54,173.0,73.0,3.0,89.0,38.6,12.0
1285,female,41,164.0,63.0,11.0,93.0,39.8,53.0
1286,female,63,157.0,54.0,21.0,106.0,40.7,145.0
1287,male,56,176.0,75.0,11.0,89.0,39.9,53.0
1288,female,57,168.0,63.0,8.0,85.0,39.6,36.0
1289,male,30,194.0,96.0,28.0,99.0,40.8,148.0
1290,female,70,178.0,75.0,30.0,117.0,40.8,233.0
1291,female,22,176.0,72.0,5.0,91.0,39.2,21.0
1292,male,48,200.0,99.0,10.0,90.0,39.9,46.0
1293,female,44,175.0,74.0,23.0,99.0,40.5,127.0
1294,female,48,189.0,88.0,13.0,95.0,40.2,62.0
1295,female,50,165.0,65.0,23.0,97.0,40.8,123.0
1296,male,26,182.0,87.0,20.0,102.0,40.7,109.0
1297,female,32,164.0,62.0,28.0,114.0,40.6,199.0
1298,female,37,183.0,77.0,26.0,99.0,40.6,135.0
1299,female,35,149.0,51.0,10.0,84.0,39.8,42.0
1300,male,55,203.0,100.0,29.0,102.0,40.7,204.0
1301,male,42,184.0,84.0,8.0,85.0,39.8,29.0
1302,male,47,182.0,77.0,22.0,102.0,40.5,136.0
1303,female,44,171.0,70.0,5.0,89.0,39.2,20.0
1304,female,20,154.0,58.0,8.0,90.0,39.3,34.0
1305,male,35,187.0,89.0,10.0,104.0,39.9,62.0
1306,male,40,182.0,84.0,6.0,87.0,39.0,23.0
1307,female,52,166.0,64.0,22.0,100.0,40.6,128.0
1308,male,39,190.0,98.0,20.0,103.0,40.3,127.0
1309,female,21,171.0,63.0,19.0,102.0,40.7,107.0
1310,female,23,158.0,56.0,27.0,103.0,40.8,157.0
1311,female,59,162.0,64.0,20.0,99.0,40.8,119.0
1312,male,41,187.0,79.0,25.0,107.0,40.9,172.0
1313,female,30,164.0,56.0,21.0,98.0,40.6,112.0
1314,male,42,180.0,82.0,26.0,106.0,40.6,172.0
1315,female,47,162.0,67.0,18.0,97.0,40.6,98.0
1316,female,71,171.0,72.0,19.0,97.0,40.5,112.0
1317,male,50,191.0,93.0,20.0,95.0,40.7,112.0
1318,female,20,170.0,69.0,10.0,86.0,39.9,38.0
1319,female,50,166.0,64.0,11.0,90.0,39.9,52.0
1320,female,32,169.0,65.0,22.0,102.0,40.4,124.0
1321,female,70,156.0,58.0,28.0,106.0,40.4,190.0
1322,male,27,180.0,83.0,26.0,110.0,40.8,166.0
1323,female,75,174.0,74.0,25.0,100.0,40.8,152.0
1324,male,28,187.0,94.0,8.0,88.0,39.3,28.0
1325,male,47,184.0,93.0,9.0,93.0,39.7,43.0
1326,male,44,183.0,87.0,20.0,100.0,40.4,120.0
1327,female,20,179.0,81.0,3.0,89.0,38.4,12.0
1328,male,42,164.0,63.0,13.0,93.0,40.2,57.0
1329,female,33,174.0,73.0,10.0,90.0,39.9,44.0
1330,female,63,182.0,78.0,20.0,96.0,40.3,105.0
1331,male,77,176.0,93.0,28.0,115.0,40.8,266.0
1332,female,52,164.0,63.0,8.0,87.0,39.5,35.0
1333,male,54,184.0,88.0,17.0,93.0,39.8,92.0
1334,male,30,174.0,73.0,29.0,102.0,40.9,160.0
1335,male,29,188.0,92.0,18.0,97.0,40.5,89.0
1336,male,22,182.0,82.0,28.0,110.0,40.7,172.0
1337,female,41,165.0,60.0,22.0,101.0,40.4,128.0
1338,male,45,208.0,110.0,3.0,85.0,38.8,12.0
1339,female,42,165.0,66.0,6.0,89.0,39.2,27.0
1340,male,37,189.0,90.0,5.0,78.0,39.5,12.0
1341,male,54,192.0,92.0,3.0,81.0,38.7,11.0
1342,male,36,181.0,79.0,30.0,100.0,40.7,175.0
1343,female,59,168.0,65.0,27.0,104.0,40.9,172.0
1344,female,32,182.0,76.0,9.0,91.0,39.8,38.0
1345,female,28,159.0,56.0,19.0,95.0,40.1,94.0
1346,female,44,171.0,69.0,21.0,96.0,40.4,107.0
1347,male,22,201.0,105.0,28.0,113.0,40.8,197.0
1348,male,73,196.0,97.0,11.0,84.0,39.6,53.0
1349,male,42,187.0,87.0,9.0,93.0,39.7,42.0
1350,female,45,158.0,59.0,3.0,88.0,38.6,15.0
1351,female,42,163.0,61.0,29.0,109.0,40.9,194.0
1352,male,45,175.0,72.0,17.0,95.0,40.2,88.0
1353,male,36,180.0,83.0,11.0,98.0,39.7,59.0
1354,female,43,151.0,55.0,15.0,95.0,40.0,76.0
1355,male,35,184.0,83.0,11.0,85.0,39.6,41.0
1356,male,29,173.0,78.0,11.0,91.0,39.6,43.0
1357,male,30,177.0,81.0,25.0,105.0,40.8,146.0
1358,male,36,190.0,96.0,18.0,99.0,40.3,96.0
1359,female,26,161.0,59.0,26.0,113.0,40.7,181.0
1360,male,65,182.0,87.0,24.0,106.0,40.7,197.0
1361,male,38,191.0,88.0,5.0,87.0,39.0,18.0
1362,female,38,169.0,64.0,22.0,104.0,40.7,133.0
1363,male,22,184.0,83.0,22.0,106.0,40.8,127.0
1364,male,79,186.0,87.0,10.0,92.0,39.9,62.0
1365,female,62,166.0,66.0,13.0,91.0,40.0,64.0
1366,male,64,186.0,92.0,9.0,80.0,39.8,37.0
1367,male,50,184.0,86.0,18.0,99.0,40.7,108.0
1368,male,22,199.0,97.0,24.0,108.0,40.5,151.0
1369,male,24,196.0,96.0,11.0,96.0,40.1,50.0
1370,male,36,189.0,93.0,27.0,116.0,40.9,226.0
1371,male,62,194.0,94.0,24.0,97.0,40.6,147.0
1372,male,41,179.0,79.0,15.0,93.0,40.0,69.0
1373,female,25,177.0,75.0,4.0,89.0,38.7,15.0
1374,male,66,181.0,91.0,25.0,108.0,40.4,212.0
1375,female,24,162.0,59.0,11.0,102.0,40.1,63.0
1376,male,23,171.0,75.0,25.0,105.0,40.5,141.0
1377,male,52,182.0,82.0,20.0,97.0,40.5,113.0
1378,male,21,193.0,99.0,8.0,89.0,39.7,26.0
1379,female,28,160.0,62.0,28.0,101.0,40.6,160.0
1380,male,45,184.0,85.0,16.0,101.0,40.5,96.0
1381,female,71,160.0,63.0,12.0,94.0,39.9,65.0
1382,male,38,188.0,94.0,5.0,88.0,39.0,20.0
1383,male,49,185.0,93.0,12.0,89.0,40.0,55.0
1384,male,56,186.0,89.0,26.0,107.0,40.5,195.0
1385,male,40,185.0,86.0,23.0,109.0,40.5,163.0
1386,female,40,158.0,56.0,17.0,100.0,40.5,100.0
1387,female,54,171.0,66.0,17.0,97.0,40.3,95.0
1388,female,34,173.0,69.0,7.0,89.0,39.7,31.0
1389,female,42,169.0,68.0,12.0,90.0,40.2,52.0
1390,male,70,183.0,80.0,6.0,81.0,39.2,28.0
1391,female,21,171.0,72.0,11.0,101.0,39.8,63.0
1392,male,59,183.0,89.0,4.0,74.0,38.9,9.0
1393,female,54,151.0,55.0,5.0,87.0,39.3,24.0
1394,male,46,194.0,89.0,15.0,97.0,40.4,85.0
1395,female,38,171.0,69.0,29.0,117.0,41.1,217.0
1396,male,27,173.0,72.0,21.0,104.0,40.3,115.0
1397,female,48,157.0,61.0,15.0,96.0,40.2,81.0
1398,male,57,179.0,87.0,9.0,97.0,39.9,57.0
1399,female,48,158.0,54.0,24.0,96.0,40.7,131.0
1400,male,42,181.0,82.0,21.0,93.0,40.6,94.0
1401,male,42,169.0,72.0,7.0,95.0,39.4,33.0
1402,female,25,151.0,54.0,9.0,91.0,39.6,40.0
1403,female,52,181.0,78.0,5.0,83.0,39.3,19.0
1404,male,47,181.0,84.0,22.0,105.0,40.5,142.0
1405,male,35,210.0,106.0,30.0,115.0,41.1,239.0
1406,female,70,165.0,62.0,2.0,85.0,38.3,9.0
1407,female,59,166.0,64.0,6.0,83.0,39.3,23.0
1408,female,20,155.0,59.0,3.0,90.0,38.0,13.0
1409,male,39,179.0,79.0,9.0,91.0,39.8,36.0
1410,male,46,191.0,90.0,8.0,91.0,39.7,37.0
1411,male,21,174.0,79.0,12.0,92.0,40.1,43.0
1412,male,57,178.0,84.0,2.0,84.0,38.3,8.0
1413,female,54,160.0,66.0,24.0,99.0,40.7,138.0
1414,male,39,187.0,85.0,8.0,83.0,39.7,25.0
1415,female,48,165.0,66.0,13.0,90.0,40.2,60.0
1416,male,27,194.0,96.0,1.0,81.0,37.8,4.0
1417,male,33,182.0,92.0,14.0,94.0,39.9,63.0
1418,male,25,195.0,95.0,2.0,84.0,38.1,3.0
1419,female,67,169.0,60.0,5.0,90.0,39.4,25.0
1420,female,44,169.0,69.0,21.0,99.0,40.5,113.0
1421,male,25,187.0,85.0,25.0,105.0,40.7,143.0
1422,female,25,165.0,68.0,1.0,76.0,37.5,3.0
1423,female,25,165.0,66.0,19.0,98.0,40.6,100.0
1424,female,52,153.0,52.0,28.0,104.0,40.7,179.0
1425,male,25,179.0,81.0,29.0,114.0,40.5,196.0
1426,female,46,172.0,68.0,16.0,98.0,40.1,86.0
1427,male,25,173.0,76.0,12.0,85.0,39.7,37.0
1428,male,50,194.0,91.0,18.0,95.0,40.4,99.0
1429,male,44,191.0,93.0,14.0,102.0,40.5,91.0
1430,female,40,164.0,62.0,16.0,96.0,40.5,86.0
1431,male,78,179.0,83.0,25.0,108.0,41.1,218.0
1432,female,45,169.0,74.0,10.0,90.0,39.9,45.0
1433,male,50,198.0,96.0,8.0,79.0,39.5,26.0
1434,male,47,193.0,96.0,23.0,97.0,40.7,131.0
1435,female,48,151.0,55.0,11.0,88.0,40.3,51.0
1436,female,38,176.0,74.0,2.0,85.0,38.1,7.0
1437,male,54,180.0,83.0,15.0,101.0,40.1,100.0
1438,male,45,187.0,91.0,23.0,104.0,40.9,153.0
1439,female,26,157.0,58.0,24.0,106.0,40.7,149.0
1440,male,35,193.0,92.0,20.0,89.0,40.8,82.0
1441,female,42,162.0,60.0,28.0,106.0,41.0,176.0
1442,male,33,177.0,80.0,3.0,92.0,38.9,10.0
1443,male,35,178.0,76.0,14.0,93.0,40.2,60.0
1444,female,31,145.0,52.0,9.0,85.0,39.8,37.0
1445,female,48,168.0,71.0,11.0,92.0,39.7,53.0
1446,male,57,184.0,93.0,16.0,91.0,40.1,79.0
1447,female,35,170.0,65.0,29.0,110.0,41.1,192.0
1448,male,21,171.0,68.0,11.0,89.0,39.9,43.0
1449,female,30,167.0,64.0,19.0,98.0,40.7,99.0
1450,male,29,189.0,86.0,18.0,96.0,40.1,81.0
1451,male,24,193.0,98.0,27.0,104.0,41.1,144.0
1452,female,43,169.0,68.0,29.0,119.0,41.1,231.0
1453,male,32,191.0,93.0,16.0,96.0,40.3,78.0
1454,male,49,184.0,92.0,26.0,108.0,40.7,192.0
1455,male,48,182.0,88.0,14.0,99.0,40.3,85.0
1456,female,22,166.0,59.0,29.0,102.0,40.8,167.0
1457,female,50,176.0,69.0,11.0,86.0,39.8,48.0
1458,female,21,174.0,69.0,24.0,103.0,40.7,139.0
1459,female,26,157.0,56.0,5.0,79.0,39.1,18.0
1460,female,20,147.0,49.0,2.0,81.0,38.0,6.0
1461,female,21,165.0,64.0,10.0,91.0,39.8,45.0
1462,female,22,173.0,69.0,7.0,88.0,39.3,29.0
1463,male,56,176.0,80.0,11.0,79.0,39.7,37.0
1464,female,25,169.0,67.0,14.0,97.0,40.1,70.0
1465,female,45,172.0,75.0,25.0,102.0,40.7,146.0
1466,female,29,157.0,55.0,16.0,90.0,40.3,69.0
1467,male,57,183.0,87.0,9.0,89.0,40.0,46.0
1468,male,50,171.0,81.0,25.0,105.0,40.4,171.0
1469,female,48,157.0,59.0,8.0,80.0,39.8,31.0
1470,male,24,180.0,83.0,3.0,85.0,38.4,8.0
1471,male,52,170.0,71.0,17.0,95.0,40.2,91.0
1472,female,24,158.0,54.0,5.0,87.0,39.0,22.0
1473,male,53,176.0,79.0,11.0,89.0,39.7,51.0
1474,male,34,184.0,89.0,14.0,89.0,40.0,54.0
1475,female,40,160.0,58.0,21.0,94.0,40.5,99.0
1476,female,54,173.0,74.0,15.0,93.0,40.5,78.0
1477,male,39,178.0,78.0,15.0,101.0,40.2,87.0
1478,male,60,186.0,90.0,8.0,90.0,39.5,41.0
1479,male,62,182.0,87.0,5.0,88.0,39.1,25.0
1480,female,30,158.0,59.0,14.0,94.0,40.4,68.0
1481,male,45,185.0,87.0,7.0,91.0,39.4,32.0
1482,female,35,164.0,63.0,12.0,80.0,40.0,40.0
1483,male,42,177.0,81.0,6.0,82.0,39.1,19.0
1484,female,41,165.0,66.0,28.0,107.0,40.8,181.0
1485,female,41,160.0,61.0,20.0,98.0,40.4,109.0
1486,male,42,194.0,102.0,14.0,94.0,40.6,73.0
1487,female,47,169.0,62.0,24.0,101.0,40.5,142.0
1488,male,35,193.0,91.0,9.0,89.0,39.6,32.0
1489,female,64,166.0,67.0,30.0,113.0,40.5,218.0
1490,female,47,155.0,57.0,6.0,86.0,39.2,26.0
1491,female,21,174.0,68.0,29.0,111.0,41.0,188.0
1492,female,32,161.0,63.0,12.0,90.0,39.9,54.0
1493,male,31,190.0,93.0,2.0,85.0,37.8,5.0
1494,female,47,173.0,71.0,22.0,102.0,40.5,130.0
1495,female,33,163.0,62.0,21.0,102.0,40.5,121.0
1496,female,73,154.0,61.0,22.0,97.0,40.7,129.0
1497,male,24,191.0,91.0,3.0,84.0,38.0,9.0
1498,male,45,196.0,94.0,17.0,101.0,40.0,105.0
1499,female,20,149.0,51.0,4.0,89.0,39.3,16.0
1500,male,73,179.0,80.0,27.0,100.0,40.7,197.0
1501,female,59,173.0,73.0,29.0,110.0,40.6,199.0
1502,female,37,165.0,60.0,15.0,84.0,40.3,59.0
1503,male,20,194.0,95.0,1.0,87.0,37.8,3.0
1504,male,44,176.0,77.0,27.0,113.0,40.8,205.0
1505,male,21,182.0,79.0,30.0,114.0,40.8,202.0
1506,female,31,161.0,63.0,14.0,92.0,40.5,64.0
1507,female,45,161.0,61.0,10.0,92.0,39.9,50.0
1508,female,64,171.0,63.0,17.0,93.0,40.3,89.0
1509,male,24,179.0,78.0,24.0,101.0,40.6,120.0
1510,female,56,156.0,54.0,22.0,107.0,40.8,151.0
1511,female,22,163.0,60.0,20.0,102.0,40.6,114.0
1512,male,63,191.0,96.0,25.0,111.0,40.6,212.0
1513,male,23,188.0,86.0,24.0,99.0,40.6,110.0
1514,male,49,195.0,95.0,14.0,92.0,40.3,72.0
1515,female,51,156.0,55.0,27.0,109.0,40.6,191.0
1516,male,24,182.0,80.0,29.0,109.0,40.9,172.0
1517,male,20,175.0,79.0,25.0,107.0,40.8,142.0
